Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Organisation,Organisation_reference,Organisation_sort,Organisation_hierarchy,Year,Programme category,Programme category_reference,Programme category_sort,Programme category_hierarchy,Commissioner,Commissioner_reference,Commissioner_sort,Commissioner_hierarchy,Notes
         368,368.425,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Sexually transmitted infections,43,30,26,LHB and PHW total,Tot,5,,Total
"      24,480",24479.649,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Other problems of the genito urinary system,30,31,26,LHB and PHW total,Tot,5,,Total
"      69,391",69391.115,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,General medical services ,37,38,36,LHB and PHW total,Tot,5,,Total
"      21,523",21523.283,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Open access ,38,39,36,LHB and PHW total,Tot,5,,Total
"      15,825",15825.257,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Continuing care ,39,40,36,LHB and PHW total,Tot,5,,Total
"      19,668",19668.48827,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Other PHW functions,42,42,36,LHB and PHW total,Tot,5,,Total
"      37,963",37963.181,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Other expenditure,44,43,36,LHB and PHW total,Tot,5,,Total
"      31,710",31710.36199,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Diabetes,5,5,4,LHB and PHW total,Tot,5,,Total
"      44,823",44822.56418,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,"Other endocrine, nutritional and metabolic problems",6,6,4,LHB and PHW total,Tot,5,,Total
"      95,248",95247.69143,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,General mental illness,8,8,7,LHB and PHW total,Tot,5,,Total
"      57,840",57840.22966,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Elderly mental illness,9,9,7,LHB and PHW total,Tot,5,,Total
"      21,931",21931.05229,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Child & adolescent mental health services,10,10,7,LHB and PHW total,Tot,5,,Total
"      22,915",22915.49948,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Other mental health problems,11,11,7,LHB and PHW total,Tot,5,,Total
"      19,566",19566.48882,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Coronary Heart Disease,17,17,16,LHB and PHW total,Tot,5,,Total
"      18,393",18393.36516,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Cerebrovascular disease,18,18,16,LHB and PHW total,Tot,5,,Total
"      87,542",87541.96176,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Other problems of circulation,19,19,16,LHB and PHW total,Tot,5,,Total
"      16,125",16125.4075,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Genital tract problems,27,27,26,LHB and PHW total,Tot,5,,Total
"      26,314",26314.07411,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Renal problems,28,28,26,LHB and PHW total,Tot,5,,Total
           0,0,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Chronic renal failure,29,29,26,LHB and PHW total,Tot,5,,Total
          79,79.19866423,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Sexually transmitted infections,43,30,26,LHB and PHW total,Tot,5,,Total
"      33,147",33147.4072,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Other problems of the genito urinary system,30,31,26,LHB and PHW total,Tot,5,,Total
"      89,873",89872.50959,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,General medical services ,37,38,36,LHB and PHW total,Tot,5,,Total
"      21,511",21510.90213,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Open access ,38,39,36,LHB and PHW total,Tot,5,,Total
"      47,440",47439.83024,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Continuing care ,39,40,36,LHB and PHW total,Tot,5,,Total
"      26,172",26171.51936,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Other PHW functions,42,42,36,LHB and PHW total,Tot,5,,Total
"     123,605",123605.3012,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Other expenditure,44,43,36,LHB and PHW total,Tot,5,,Total
"      24,882",24881.55309,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Diabetes,5,5,4,LHB and PHW total,Tot,5,,Total
"      40,148",40147.89036,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,"Other endocrine, nutritional and metabolic problems",6,6,4,LHB and PHW total,Tot,5,,Total
"      89,947",89947.20013,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,General mental illness,8,8,7,LHB and PHW total,Tot,5,,Total
"      38,531",38530.64084,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Elderly mental illness,9,9,7,LHB and PHW total,Tot,5,,Total
"      14,145",14145.07717,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Child & adolescent mental health services,10,10,7,LHB and PHW total,Tot,5,,Total
"      30,140",30139.68252,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Other mental health problems,11,11,7,LHB and PHW total,Tot,5,,Total
